G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Season,Outcome,Player
-9,10,-0.1999999999999993,-0.3999999999999999,-0.9000000000000004,0.01799999999999996,0.1,0.2,0.353,-0.5,-1.1000000000000005,0.019999999999999962,0.025999999999999968,-0.3999999999999999,-0.4999999999999998,-0.030000000000000027,0.0,-0.5,-0.40000000000000036,0.0,-0.30000000000000004,0.0,-0.19999999999999996,0.0,-1.0,2009,0,Luc Mbah a Moute\mbahalu01
6,-10,0.8999999999999986,0.10000000000000009,0.3000000000000007,-0.01699999999999996,-0.1,-0.1,-0.353,0.20000000000000018,0.5,-0.016000000000000014,-0.024999999999999967,0.3999999999999999,0.5999999999999999,0.008000000000000007,-0.19999999999999973,0.10000000000000009,-0.20000000000000018,-0.20000000000000007,0.09999999999999998,-0.09999999999999998,0.0,-0.20000000000000018,0.5,2010,0,Luc Mbah a Moute\mbahalu01
-36,-30,-3.0,0.6000000000000001,0.6999999999999993,0.046999999999999986,0.0,0.0,0.25,0.6000000000000001,0.7000000000000002,0.04400000000000004,0.04799999999999999,-0.19999999999999996,0.0,-0.06599999999999995,-0.30000000000000004,0.2999999999999998,0.0,-0.20000000000000007,0.0,0.09999999999999998,-0.09999999999999998,-0.09999999999999964,1.0,2011,0,Luc Mbah a Moute\mbahalu01
15,23,-0.6000000000000014,-0.5,0.40000000000000036,-0.10899999999999999,0.2,0.5,0.10099999999999998,-0.7000000000000002,-0.09999999999999964,-0.10799999999999998,-0.09300000000000003,-0.30000000000000004,-0.19999999999999973,-0.07000000000000006,-0.30000000000000004,-0.6000000000000001,-0.8999999999999995,0.20000000000000007,-0.20000000000000007,-0.3,0.29999999999999993,-0.8000000000000003,-1.0,2012,0,Luc Mbah a Moute\mbahalu01
6,-38,-7.199999999999999,-1.2000000000000002,-3.5,0.04999999999999999,-0.1,-0.3,-0.11599999999999999,-1.0999999999999999,-3.1000000000000005,0.06599999999999995,0.04300000000000004,-0.5,-1.2000000000000002,0.1160000000000001,-0.6,-1.5,-2.1000000000000005,-0.30000000000000004,-0.19999999999999996,0.0,-0.6,-0.2999999999999998,-3.2,2013,0,Luc Mbah a Moute\mbahalu01
3,54,12.900000000000002,2.3000000000000003,6.5,-0.055999999999999994,0.8,2.7,0.07200000000000001,1.4999999999999998,3.7,-0.03699999999999998,-0.018000000000000016,0.7,1.4,-0.09800000000000009,0.29999999999999993,2.3000000000000003,2.6000000000000005,1.0,0.7,0.09999999999999998,0.9,0.5,6.4,2014,0,Luc Mbah a Moute\mbahalu01
8,0,-11.600000000000001,-2.4000000000000004,-6.7,0.059,-0.7,-2.5,0.018000000000000016,-1.6999999999999997,-4.3,0.04999999999999999,0.04299999999999998,-0.9999999999999999,-1.5999999999999999,-0.06299999999999994,-0.3999999999999999,-2.2,-2.6000000000000005,-1.2000000000000002,-0.6,0.0,-1.0,-0.30000000000000004,-6.800000000000001,2015,0,Luc Mbah a Moute\mbahalu01
5,15,5.300000000000001,1.0999999999999999,1.9000000000000004,0.05099999999999999,0.3,0.8999999999999999,0.066,0.7999999999999998,1.1999999999999997,0.06700000000000006,0.07600000000000007,0.29999999999999993,0.30000000000000004,0.15200000000000002,-0.20000000000000007,0.10000000000000009,-0.19999999999999973,0.09999999999999998,0.4,0.10000000000000003,0.09999999999999998,0.19999999999999996,2.9999999999999996,2016,0,Luc Mbah a Moute\mbahalu01
-19,-61,3.3000000000000007,0.30000000000000027,1.0,-0.02400000000000002,0.5,1.4,-0.027000000000000024,-0.19999999999999996,-0.6000000000000001,0.04699999999999993,0.009999999999999898,0.40000000000000013,0.5,0.006000000000000005,-0.19999999999999996,1.1,0.8999999999999999,0.4,0.19999999999999996,0.0,0.5000000000000001,0.10000000000000009,1.4000000000000004,2017,0,Luc Mbah a Moute\mbahalu01
-57,-15,-10.3,-0.7000000000000002,-1.2000000000000002,-0.03699999999999998,-0.5,-1.2999999999999998,-0.030999999999999972,-0.19999999999999996,0.20000000000000018,-0.09899999999999998,-0.07199999999999995,-0.6000000000000001,-0.30000000000000004,-0.28400000000000003,0.09999999999999998,-1.4000000000000001,-1.2,-0.4,-0.8999999999999999,-0.10000000000000003,-0.6000000000000001,0.3999999999999999,-2.5,2018,0,Luc Mbah a Moute\mbahalu01
-1,0,-7.0,-1.3,-2.8,-0.043999999999999984,-0.5,-0.8,-0.333,-0.8,-2.0,0.16700000000000004,-0.09999999999999998,-0.2,-0.6000000000000001,0.09999999999999998,-0.2,-1.0,-1.1,-0.5,0.39999999999999997,-0.3,-0.2,-2.0,-3.3,2019,0,Luc Mbah a Moute\mbahalu01
-15,5,0.9000000000000021,0.10000000000000009,-0.10000000000000053,0.014000000000000012,0.0,0.0,0.0,0.10000000000000009,-0.10000000000000053,0.016000000000000014,0.014000000000000012,-0.19999999999999996,-0.30000000000000027,-0.02200000000000002,-0.10000000000000009,0.30000000000000027,0.19999999999999973,-0.09999999999999998,-0.10000000000000003,0.7,0.09999999999999998,-0.10000000000000009,-0.09999999999999964,2009,0,JaVale McGee\mcgeeja01
19,56,11.7,1.6,2.5,0.04200000000000004,0.0,0.0,0.0,1.6,2.5,0.04200000000000004,0.04200000000000004,0.5,1.0,-0.05500000000000005,1.2999999999999998,2.6,3.9000000000000004,0.3,0.2,0.7,0.4,0.8999999999999999,3.6999999999999993,2010,0,JaVale McGee\mcgeeja01
-18,-30,-2.6000000000000014,0.7999999999999998,1.4000000000000004,0.006000000000000005,0.0,0.0,0.0,0.7999999999999998,1.4000000000000004,0.0040000000000000036,0.006000000000000005,-0.3999999999999999,-0.19999999999999973,-0.12199999999999994,-0.09999999999999964,-0.10000000000000053,-0.20000000000000018,0.0,0.09999999999999998,-0.19999999999999973,0.09999999999999987,-0.19999999999999973,1.200000000000001,2011,0,JaVale McGee\mcgeeja01
18,-45,-7.099999999999998,-1.2000000000000002,-2.3,0.018999999999999906,0.0,0.0,1.0,-1.2000000000000002,-2.3,0.017999999999999905,0.019999999999999907,0.09999999999999987,-0.30000000000000027,0.12999999999999995,-0.7000000000000002,-2.3,-3.0,-0.2,-0.19999999999999996,-0.20000000000000018,-0.2999999999999998,-0.40000000000000036,-2.200000000000001,2012,0,JaVale McGee\mcgeeja01
-74,5,-2.3000000000000007,-0.3999999999999999,0.8999999999999995,-0.12799999999999995,0.0,0.0,-1.0,-0.3999999999999999,0.8999999999999995,-0.12699999999999995,-0.12899999999999995,-1.2,-2.1999999999999997,0.40900000000000003,0.0,-1.4,-1.4,0.10000000000000003,-0.2,-0.6000000000000001,0.5,0.9000000000000004,-2.0999999999999996,2013,0,JaVale McGee\mcgeeja01
18,-5,-4.700000000000001,-1.5999999999999999,-4.199999999999999,0.08500000000000002,0.0,0.0,0.0,-1.5999999999999999,-4.199999999999999,0.08500000000000002,0.08500000000000002,0.8,1.2,-0.33299999999999996,-1.2,0.5,-0.6999999999999997,-0.30000000000000004,-0.1,-0.4999999999999999,-0.8,-1.9000000000000001,-2.4000000000000004,2014,0,JaVale McGee\mcgeeja01
11,2,-0.1999999999999993,0.4999999999999998,0.5,0.04299999999999993,0.0,0.0,0.0,0.4999999999999998,0.5,0.04699999999999993,0.04299999999999993,-0.5,-0.2999999999999998,-0.16700000000000004,0.8,0.5,1.1999999999999997,0.0,0.0,-0.09999999999999998,-0.20000000000000007,0.09999999999999987,0.5,2015,0,JaVale McGee\mcgeeja01
43,8,-1.3000000000000007,0.40000000000000036,0.19999999999999973,0.07700000000000007,0.0,0.0,0.0,0.40000000000000036,0.19999999999999973,0.07900000000000007,0.07700000000000007,0.19999999999999996,0.2999999999999998,0.0050000000000000044,-0.30000000000000004,-0.5,-0.6999999999999997,0.1,0.1,0.09999999999999998,-0.09999999999999998,0.0,1.0,2016,0,JaVale McGee\mcgeeja01
-12,7,-0.09999999999999964,-0.6000000000000001,-0.6999999999999997,-0.031000000000000028,0.0,0.1,0.0,-0.6000000000000001,-0.7999999999999998,-0.020000000000000018,-0.031000000000000028,-0.09999999999999998,-0.5999999999999999,0.22599999999999998,-0.4,-0.19999999999999996,-0.6000000000000001,0.3,0.09999999999999998,0.0,-0.09999999999999998,0.0,-1.2999999999999998,2017,0,JaVale McGee\mcgeeja01
10,45,12.8,3.1999999999999997,5.1,0.0030000000000000027,0.0,0.1,0.083,3.1999999999999997,5.1000000000000005,-0.0040000000000000036,0.0040000000000000036,0.7000000000000001,1.2,-0.09899999999999998,1.7000000000000002,3.2,4.9,0.19999999999999996,0.3,1.1,0.9999999999999999,1.4,7.2,2018,0,JaVale McGee\mcgeeja01
-7,6,-5.699999999999999,-2.4,-4.0,0.013000000000000012,0.0,-0.1,0.417,-2.5,-4.0,0.006000000000000005,0.017000000000000015,-0.5,-0.8,0.014000000000000012,-0.8,-1.0000000000000004,-1.7999999999999998,-0.19999999999999996,-0.09999999999999998,-0.6000000000000001,-0.5999999999999999,-0.5,-5.4,2019,0,JaVale McGee\mcgeeja01
-22,-66,-1.9000000000000021,0.20000000000000018,1.5999999999999996,-0.126,0.1,0.4,-0.29200000000000004,0.20000000000000018,1.1999999999999993,-0.10099999999999998,-0.122,0.19999999999999996,0.30000000000000004,0.01100000000000001,-0.10000000000000009,-0.3999999999999999,-0.5,0.30000000000000004,-0.09999999999999998,-0.19999999999999996,0.5,0.30000000000000027,0.7000000000000002,2020,0,JaVale McGee\mcgeeja01
2,20,6.599999999999998,1.0,2.1999999999999993,-0.009999999999999953,0.7,1.7000000000000002,-0.01100000000000001,0.20000000000000018,0.5,-0.006000000000000005,0.009999999999999898,0.30000000000000004,0.30000000000000004,0.016000000000000014,-0.29999999999999993,1.0999999999999999,0.7999999999999998,0.30000000000000004,0.4,0.0,0.3999999999999999,0.3999999999999999,2.9000000000000004,2009,0,Anthony Morrow\morroan01
-11,10,2.8000000000000007,0.0,0.5,-0.018000000000000016,-0.10000000000000009,0.09999999999999964,-0.03300000000000003,0.19999999999999973,0.5,-0.008000000000000007,-0.028999999999999915,0.19999999999999996,0.10000000000000009,0.01100000000000001,-0.30000000000000004,-0.6000000000000001,-0.7999999999999998,-0.30000000000000004,-0.6000000000000001,-0.1,-0.29999999999999993,0.0,0.1999999999999993,2010,0,Anthony Morrow\morroan01
4,-29,-5.600000000000001,-0.39999999999999947,-0.09999999999999964,-0.03700000000000003,-0.19999999999999996,0.09999999999999964,-0.05199999999999999,-0.19999999999999973,-0.20000000000000018,-0.022999999999999965,-0.04500000000000004,-0.09999999999999987,-0.10000000000000009,0.03600000000000003,-0.09999999999999998,-0.7999999999999998,-1.0,-0.19999999999999996,0.39999999999999997,0.0,0.20000000000000007,-0.8999999999999999,-1.1999999999999993,2011,0,Anthony Morrow\morroan01
-21,-17,-17.099999999999998,-2.8000000000000003,-7.1,0.028000000000000025,-1.2999999999999998,-3.5999999999999996,0.0010000000000000009,-1.5000000000000002,-3.5,0.024999999999999967,0.0030000000000000027,-1.1,-1.2,-0.02400000000000002,-0.2,-1.0,-1.3,-0.7,-0.39999999999999997,-0.1,-0.9000000000000001,-0.3999999999999999,-8.0,2012,0,Anthony Morrow\morroan01
35,8,9.5,1.5,3.3,0.017000000000000015,0.7999999999999999,1.6,0.07900000000000001,0.8,1.7999999999999998,-0.008999999999999952,0.04500000000000004,0.4,0.6000000000000001,-0.08100000000000007,0.10000000000000003,1.0,1.1,0.5,0.2,0.2,0.49999999999999994,0.30000000000000004,4.4,2013,0,Anthony Morrow\morroan01
-2,-9,5.599999999999998,0.7999999999999998,1.5000000000000009,0.0050000000000000044,0.7,1.8000000000000003,-0.017000000000000015,-0.10000000000000009,-0.3999999999999999,0.034999999999999976,0.03599999999999992,0.20000000000000007,0.09999999999999987,0.06000000000000005,0.09999999999999998,0.6000000000000001,0.8,0.0,0.19999999999999996,-0.1,-0.19999999999999996,0.5,2.299999999999999,2014,0,Anthony Morrow\morroan01
-6,6,-10.799999999999999,-1.9,-3.4000000000000004,-0.05500000000000005,-0.7,-1.4000000000000004,-0.046999999999999986,-1.0999999999999999,-2.0,-0.05499999999999999,-0.050999999999999934,-0.7000000000000001,-0.6,-0.14400000000000002,-0.4,-1.3,-1.7000000000000002,-0.4,-0.39999999999999997,0.0,-0.2,-0.9,-5.1,2015,0,Anthony Morrow\morroan01
-19,1,1.0,0.0,0.1999999999999993,-0.01899999999999996,-0.3999999999999999,-0.2999999999999998,-0.07900000000000001,0.3999999999999999,0.5,0.03699999999999998,-0.05700000000000005,0.29999999999999993,0.20000000000000007,0.17500000000000004,0.1,-0.4,-0.30000000000000004,0.09999999999999998,0.2,-0.1,-0.19999999999999998,0.0,-0.09999999999999964,2016,0,Anthony Morrow\morroan01
-40,-18,2.3999999999999986,1.2000000000000002,1.4000000000000004,0.041000000000000036,0.0,0.0,0.0,1.2000000000000002,1.4000000000000004,0.041000000000000036,0.041000000000000036,-0.10000000000000009,-0.7000000000000002,0.129,0.20000000000000018,1.2000000000000002,1.5,0.4,0.0,1.1999999999999997,0.5,0.10000000000000009,2.1999999999999993,2009,0,Greg Oden\odengr01
-30,-14,4.800000000000001,1.0,2.6000000000000005,-0.019000000000000017,0.0,0.1,0.2,0.8999999999999995,2.3999999999999995,-0.019000000000000017,-0.017000000000000015,1.6999999999999997,1.8999999999999995,0.08500000000000008,0.20000000000000018,0.5999999999999996,0.7000000000000002,0.5,0.10000000000000009,0.30000000000000004,0.19999999999999996,0.5999999999999996,3.6999999999999993,2009,0,Anthony Randolph\randoan01
7,-5,-7.899999999999999,-1.1,-2.8000000000000007,0.02300000000000002,0.0,-0.1,0.04999999999999999,-0.9999999999999996,-2.6999999999999993,0.021999999999999964,0.02300000000000002,-1.7999999999999998,-1.8999999999999995,-0.127,-1.1,-1.4,-2.5,-0.5,-0.20000000000000007,-0.9,-0.19999999999999996,-1.1999999999999997,-4.0,2010,0,Anthony Randolph\randoan01
-6,2,0.3999999999999986,-0.30000000000000027,-0.6999999999999993,0.003999999999999948,0.0,-0.1,-0.25,-0.30000000000000027,-0.5999999999999996,0.0030000000000000027,0.0019999999999999463,0.3999999999999999,0.2999999999999998,0.08799999999999997,0.09999999999999987,-0.5,-0.3999999999999999,-0.20000000000000007,-0.19999999999999996,0.4,-0.10000000000000009,0.0,-0.1999999999999993,2011,0,Anthony Randolph\randoan01
5,-5,-6.799999999999999,-1.4,-3.0000000000000004,0.02100000000000002,0.0,0.2,0.0,-1.4,-3.2,0.05600000000000005,0.02100000000000002,-1.0999999999999999,-1.3,-0.07300000000000006,-0.5,-0.7,-1.2000000000000002,-0.3,0.09999999999999998,-0.5,-0.29999999999999993,-0.5,-3.7,2012,0,Anthony Randolph\randoan01
4,5,3.9000000000000004,0.20000000000000018,1.1999999999999997,-0.10499999999999998,0.4,1.2,0.295,-0.19999999999999996,0.0,-0.09300000000000003,-0.05299999999999999,0.3999999999999999,0.40000000000000013,0.06500000000000006,-0.19999999999999996,0.7,0.3999999999999999,0.39999999999999997,0.09999999999999998,-0.09999999999999998,0.0,0.3999999999999999,1.0999999999999996,2013,0,Anthony Randolph\randoan01
-3,-2,-0.20000000000000284,1.5,2.700000000000001,0.014000000000000012,0.0,-0.09999999999999998,0.04500000000000001,1.5,2.8000000000000007,0.009000000000000008,0.013000000000000012,0.8999999999999999,1.1999999999999997,-0.02200000000000002,-0.3999999999999999,0.19999999999999973,-0.10000000000000009,-0.2999999999999998,-0.10000000000000009,0.09999999999999998,0.2999999999999998,-0.30000000000000004,4.0,2009,0,Derrick Rose\rosede01
3,3,0.6000000000000014,0.20000000000000107,2.099999999999998,-0.043999999999999984,1.4000000000000001,4.0,0.065,-1.2000000000000002,-1.8000000000000007,-0.019000000000000017,-0.010000000000000009,2.6000000000000005,2.6000000000000005,0.09199999999999997,0.19999999999999996,0.20000000000000018,0.2999999999999998,1.7000000000000002,0.30000000000000004,0.3,0.6000000000000001,0.5,4.199999999999999,2010,0.119,Derrick Rose\rosede01
-42,-42,-2.1000000000000014,-1.1000000000000005,-1.8999999999999986,-0.010000000000000009,-0.20000000000000018,-0.39999999999999947,-0.020000000000000018,-0.7999999999999998,-1.5999999999999996,-0.006000000000000005,-0.01200000000000001,-0.9000000000000004,-0.8000000000000007,-0.04599999999999993,-0.30000000000000004,-0.3999999999999999,-0.6999999999999997,0.20000000000000018,-0.09999999999999998,0.09999999999999998,-0.2999999999999998,-0.3999999999999999,-3.1999999999999993,2011,0,Derrick Rose\rosede01
41,41,-1.1000000000000014,0.7999999999999998,0.0,0.051000000000000045,-0.10000000000000009,0.5999999999999996,-0.06,0.8999999999999995,-0.5999999999999996,0.10600000000000004,0.04799999999999999,0.2999999999999998,0.5,-0.031000000000000028,-0.20000000000000007,0.20000000000000018,0.0,0.6000000000000005,0.19999999999999996,0.19999999999999998,-0.19999999999999973,-0.30000000000000004,1.799999999999999,2014,0,Derrick Rose\rosede01
15,15,1.8000000000000007,0.20000000000000018,-0.4999999999999982,0.021999999999999964,-0.8,-3.0,0.012999999999999956,1.0,2.5,-0.016000000000000014,-0.0020000000000000018,-0.7999999999999998,-1.0,-0.019999999999999907,0.0,0.20000000000000018,0.19999999999999973,-0.20000000000000018,0.0,-0.09999999999999998,-0.5,0.10000000000000009,-1.3000000000000007,2015,0,Derrick Rose\rosede01
-2,-2,0.6999999999999993,0.40000000000000036,-0.5999999999999996,0.043999999999999984,-0.49999999999999994,-1.4,-0.07599999999999998,0.9000000000000004,0.7000000000000011,0.03799999999999998,0.02899999999999997,1.2999999999999998,1.2999999999999998,0.08099999999999996,0.30000000000000004,0.09999999999999964,0.3999999999999999,-0.2999999999999998,0.0,0.09999999999999998,-0.40000000000000036,0.0,1.6000000000000014,2016,0,Derrick Rose\rosede01
-39,-57,-15.7,-4.0,-7.9,-0.035999999999999976,0.09999999999999998,0.29999999999999993,0.016000000000000014,-4.0,-8.100000000000001,-0.013000000000000012,-0.022999999999999965,-1.9,-2.2,-0.0040000000000000036,-0.5,-1.9,-2.4,-2.9000000000000004,-0.39999999999999997,-0.09999999999999998,-0.8999999999999999,-0.7000000000000001,-9.6,2017,0,Derrick Rose\rosede01
26,6,10.5,3.8999999999999995,7.4,0.046999999999999986,0.8,1.7,0.13699999999999998,3.0999999999999996,5.7,0.03500000000000003,0.064,1.1,1.3,-0.014000000000000012,0.09999999999999998,1.2000000000000002,1.3000000000000003,2.8,0.3,0.0,0.20000000000000018,0.5000000000000001,9.6,2018,0.016,Derrick Rose\rosede01
-1,2,-1.3000000000000007,0.3000000000000007,0.29999999999999893,0.008000000000000007,-0.20000000000000007,0.0,-0.064,0.40000000000000036,0.1999999999999993,0.026000000000000023,0.0020000000000000018,-0.30000000000000027,-0.30000000000000027,0.015000000000000013,-0.09999999999999998,-0.20000000000000018,-0.30000000000000027,1.2999999999999998,0.20000000000000007,0.09999999999999998,0.8999999999999999,-0.10000000000000009,0.10000000000000142,2019,0,Derrick Rose\rosede01
0,-12,-0.3999999999999986,-1.7000000000000002,-2.9000000000000004,-0.020000000000000018,0.09999999999999998,-0.2999999999999998,0.08200000000000002,-1.7999999999999998,-2.5,-0.04300000000000004,-0.009000000000000008,-0.19999999999999973,-0.2999999999999998,-0.0050000000000000044,-0.09999999999999998,0.30000000000000027,0.20000000000000018,-1.3999999999999995,0.19999999999999996,0.10000000000000003,-0.8999999999999999,0.10000000000000009,-3.400000000000002,2020,0,Derrick Rose\rosede01
7,45,6.399999999999999,0.3999999999999999,0.8999999999999995,0.0,0.5,0.9000000000000004,0.03799999999999998,-0.10000000000000009,0.0,-0.018000000000000016,0.02100000000000002,0.09999999999999998,0.20000000000000007,-0.06799999999999995,0.0,1.0,1.1,0.4999999999999999,0.19999999999999996,0.30000000000000004,0.10000000000000009,0.19999999999999996,1.3000000000000007,2009,0,Brandon Rush\rushbr01
-15,-43,-4.199999999999999,-0.3999999999999999,-0.8999999999999995,-0.0020000000000000018,-0.10000000000000009,-0.40000000000000036,0.006000000000000005,-0.20000000000000018,-0.5,-0.008000000000000007,0.0010000000000000009,0.5,0.5,0.126,0.0,-1.0,-1.0,-0.4999999999999999,-0.09999999999999998,-0.30000000000000004,-0.10000000000000009,-0.2999999999999998,-0.3000000000000007,2010,0,Brandon Rush\rushbr01
-2,-20,0.1999999999999993,0.3999999999999999,-0.5,0.08000000000000002,0.10000000000000009,0.10000000000000009,0.03500000000000003,0.20000000000000018,-0.6000000000000005,0.11900000000000005,0.09499999999999997,-0.19999999999999996,-0.30000000000000004,0.038000000000000034,0.0,0.6999999999999997,0.6999999999999997,0.4999999999999999,-0.09999999999999998,0.4,0.0,-0.6000000000000001,0.7000000000000011,2011,0,Brandon Rush\rushbr01
-63,-1,-13.899999999999999,-0.6000000000000001,-2.7,0.16600000000000004,-1.5,-2.4,-0.452,0.8999999999999999,-0.2999999999999998,0.31299999999999994,0.06000000000000005,0.0,0.19999999999999996,-0.126,-0.5,-2.9,-3.4,-0.3999999999999999,-0.5,-0.9,0.5,1.5,-2.8000000000000007,2012,0,Brandon Rush\rushbr01
36,0,-1.5,-2.2,-2.1,-0.334,0.4,0.19999999999999996,0.34,-2.6,-2.4,-0.5309999999999999,-0.24500000000000005,-0.9,-1.4,-0.06700000000000006,0.1,0.5,0.7,-0.4,0.1,0.2,-1.0,-1.7,-4.9,2013,0,Brandon Rush\rushbr01
-5,0,-2.8000000000000007,-0.5,-0.7999999999999998,-0.12900000000000003,-0.30000000000000004,-0.3999999999999999,-0.22900000000000004,-0.2,-0.30000000000000004,-0.030000000000000027,-0.19099999999999998,0.1,0.19999999999999998,-0.14499999999999996,0.0,0.10000000000000009,0.0,-0.19999999999999996,0.1,0.2,-0.2,0.0,-1.2000000000000002,2014,0,Brandon Rush\rushbr01
39,25,6.5,1.2,2.0,0.223,0.8,1.4000000000000001,0.303,0.39999999999999997,0.5999999999999999,0.15100000000000002,0.32100000000000006,0.09999999999999998,0.10000000000000003,0.188,0.19999999999999998,1.1,1.3,0.4,0.09999999999999998,-0.10000000000000003,0.2,0.0,3.3000000000000003,2015,0,Brandon Rush\rushbr01
-25,8,7.199999999999999,0.0,0.3999999999999999,-0.05299999999999999,0.0,0.19999999999999973,-0.02799999999999997,0.0,0.20000000000000018,-0.09100000000000003,-0.06000000000000005,0.0,0.0,0.07899999999999996,0.0,-0.40000000000000013,-0.3999999999999999,0.19999999999999996,0.2,0.2,0.09999999999999998,0.09999999999999998,0.0,2016,0,Brandon Rush\rushbr01
-17,-1,0.3999999999999986,0.19999999999999973,0.7999999999999998,-0.025000000000000022,0.0,0.0,-0.25,0.19999999999999973,0.7999999999999998,-0.02300000000000002,-0.027000000000000024,0.3999999999999999,0.5999999999999999,-0.028000000000000025,-0.20000000000000018,0.5,0.39999999999999947,0.19999999999999996,0.2,-0.19999999999999996,0.20000000000000007,0.20000000000000018,0.8999999999999995,2009,0,Marreese Speights\speigma01
2,0,-4.899999999999999,-1.1,-2.7,0.018000000000000016,0.0,0.0,0.25,-1.1999999999999997,-2.5999999999999996,0.015000000000000013,0.020000000000000018,-0.7999999999999999,-1.1999999999999997,0.008000000000000007,-0.3999999999999999,-0.40000000000000036,-0.7999999999999998,-0.09999999999999998,-0.4,-0.2,-0.20000000000000007,-0.6000000000000001,-3.1999999999999993,2010,0,Marreese Speights\speigma01
-4,53,10.899999999999999,1.4000000000000004,3.5999999999999996,-0.04199999999999998,0.0,0.0,-0.25,1.5,3.5999999999999996,-0.04199999999999998,-0.043999999999999984,0.4999999999999999,0.7,0.018000000000000016,1.2000000000000002,1.7000000000000002,2.9000000000000004,0.30000000000000004,0.30000000000000004,0.2,0.6,0.6000000000000001,3.4000000000000004,2011,0.002,Marreese Speights\speigma01
19,-51,-5.899999999999999,-0.40000000000000036,-0.6999999999999993,-0.008000000000000007,0.0,0.0,0.3,-0.40000000000000036,-0.7999999999999998,-0.008000000000000007,-0.0050000000000000044,0.30000000000000004,0.40000000000000013,0.0,-0.40000000000000013,-1.0,-1.2999999999999998,-0.20000000000000007,-0.10000000000000003,0.19999999999999996,-0.19999999999999996,-0.2999999999999998,-0.5,2012,0,Marreese Speights\speigma01
0,0,-4.1,-0.7999999999999998,-1.8000000000000007,-0.0040000000000000036,0.1,0.30000000000000004,-0.04199999999999998,-0.8999999999999999,-2.0999999999999996,0.007000000000000006,0.0020000000000000018,-0.30000000000000004,-0.5000000000000002,0.04999999999999993,-0.5,-0.6000000000000001,-1.2000000000000002,-0.19999999999999996,-0.19999999999999998,-0.29999999999999993,-0.19999999999999996,-0.30000000000000027,-1.9000000000000004,2013,0,Marreese Speights\speigma01
-3,6,3.5,1.7000000000000002,2.9000000000000004,0.05099999999999999,0.0,-0.2,0.020000000000000018,1.6999999999999997,3.1000000000000005,0.04299999999999998,0.045999999999999985,0.6000000000000001,0.5999999999999999,0.02200000000000002,0.09999999999999987,0.3999999999999999,0.5999999999999996,0.5,0.19999999999999998,0.0,0.30000000000000004,0.6000000000000001,4.0,2014,0,Marreese Speights\speigma01
-4,-9,-4.300000000000001,-1.5,-2.2,-0.06,0.19999999999999998,0.7,0.10899999999999999,-1.6999999999999997,-2.8000000000000007,-0.059,-0.03799999999999998,-0.7,-0.6999999999999997,-0.018000000000000016,-0.2999999999999998,-0.5,-1.0,-0.09999999999999998,0.0,0.09999999999999998,-0.20000000000000007,-0.8999999999999999,-3.3000000000000007,2015,0,Marreese Speights\speigma01
10,2,4.1,0.2999999999999998,0.40000000000000036,0.013000000000000012,1.0,2.5,-0.015000000000000013,-0.7,-2.2,0.08100000000000002,0.08100000000000002,0.19999999999999996,0.09999999999999987,0.051000000000000045,0.0,1.2000000000000002,1.2000000000000002,0.0,0.0,0.0,-0.09999999999999998,1.1999999999999997,1.5999999999999996,2016,0,Marreese Speights\speigma01
-30,1,-2.6999999999999993,-0.2999999999999998,0.0,-0.04999999999999999,0.3999999999999999,1.1,-0.0030000000000000027,-0.7,-1.0999999999999996,-0.07200000000000001,-0.020000000000000018,-0.7,-0.5999999999999999,-0.14900000000000002,-0.7000000000000001,-1.2999999999999998,-1.9,0.0,-0.09999999999999998,-0.09999999999999998,0.0,-0.7999999999999998,-0.9999999999999991,2017,0,Marreese Speights\speigma01
-7,2,3.299999999999997,0.6000000000000005,1.8000000000000007,-0.025000000000000022,0.0,0.0,0.1,0.6000000000000005,1.700000000000001,-0.025000000000000022,-0.02400000000000002,0.20000000000000018,0.20000000000000018,0.02300000000000002,0.10000000000000009,1.0,1.0999999999999996,0.5999999999999999,-0.09999999999999998,0.30000000000000004,0.09999999999999987,-0.09999999999999964,1.4000000000000004,2009,0,Jason Thompson\thompja02
0,-19,-8.099999999999998,-1.3000000000000003,-3.4000000000000004,0.03500000000000003,0.0,-0.1,-0.1,-1.3000000000000003,-3.200000000000001,0.03300000000000003,0.03400000000000003,-1.0,-1.0,-0.10999999999999999,-1.1,-1.4000000000000004,-2.4000000000000004,-0.5,-0.09999999999999998,-0.4,-0.5999999999999999,-0.9000000000000004,-3.6999999999999993,2010,0,Jason Thompson\thompja02
-11,8,2.599999999999998,0.10000000000000009,-0.1999999999999993,0.028000000000000025,0.0,0.0,0.0,0.10000000000000009,-0.1999999999999993,0.027000000000000024,0.028000000000000025,0.09999999999999987,0.09999999999999964,-0.0030000000000000027,0.7000000000000002,0.20000000000000018,0.8000000000000007,0.0,0.29999999999999993,0.09999999999999998,-0.19999999999999996,-0.5,0.29999999999999893,2011,0,Jason Thompson\thompja02
